,listing_id,museum_rating
540,172499,2.55
541,173072,2.6
542,173151,2.65
543,173742,2.45
544,174527,1.95
545,174668,3.55
546,174966,2.75
547,175069,2.6
548,176135,3.3
549,176653,2.0
550,176962,2.3
551,177421,2.65
552,177606,2.55
553,179670,2.3
554,180507,2.25
555,180792,2.25
556,181522,2.65
557,181972,3.1
558,182069,3.15
559,182095,1.95
560,182177,2.85
561,182649,2.6
562,182727,2.65
563,185266,2.4
564,185478,2.2
565,186305,2.3
566,186871,2.1
567,187488,2.55
568,187566,2.45
569,187671,1.85
570,187979,2.6
571,187986,1.75
572,188661,2.8
573,188674,2.7
574,188803,2.4
575,189135,2.65
576,189732,2.25
577,189787,3.45
578,190267,2.05
579,190542,2.25
580,190968,3.05
581,190974,2.4
582,191075,2.45
583,191541,2.3
584,193333,2.65
585,193393,2.75
586,193853,2.15
587,195027,1.9
588,195123,2.9
589,195233,3.3
590,195240,3.3
591,195989,2.8
592,196010,2.6
593,197155,2.7
594,197753,2.9
595,197903,3.05
596,197942,2.65
597,198028,1.85
598,198629,3.15
599,199195,2.9
600,199312,2.55
601,200645,2.35
602,200955,1.85
603,201173,2.05
604,201992,2.6
605,202273,2.7
606,203901,2.45
607,204065,2.45
608,204833,2.65
609,204959,1.6
610,205043,2.35
611,205485,2.6
612,205735,2.3
613,205867,2.75
614,206071,3.1
615,206316,2.4
616,206772,2.6
617,206957,2.25
618,208148,2.65
619,208889,2.2
620,209310,2.45
621,211078,2.65
622,211974,2.0
623,212109,2.35
624,212178,2.35
625,212544,3.0
626,213841,3.35
627,214474,3.15
628,214917,3.05
629,215560,2.45
630,215784,2.25
631,215907,3.4
632,216015,2.6
633,217580,3.15
634,217660,2.55
635,218358,2.6
636,219066,2.45
637,219793,2.2
638,219818,2.0
639,219922,2.7
640,220351,2.85
641,220563,2.65
642,220739,2.05
643,220946,2.55
644,221043,2.65
645,221618,3.0
646,222054,2.8
647,222304,1.95
648,222913,2.05
649,223930,3.3
650,224510,3.0
651,225297,2.4
652,225306,2.9
653,225887,2.6
654,225926,2.6
655,225976,3.5
656,226021,2.55
657,227715,2.8
658,228317,2.3
659,228496,1.95
660,228925,2.6
661,229212,2.85
662,229367,2.2
663,229874,2.9
664,229965,2.65
665,230854,3.35
666,230877,3.15
667,230956,1.95
668,231154,2.1
669,231194,2.8
670,231414,2.8
671,232612,2.6
672,232618,3.2
673,233189,2.45
674,233638,1.8
675,234034,2.6
676,234184,2.4
677,234330,3.05
678,234814,1.9
679,235281,2.0
680,235515,2.3
681,235552,2.7
682,235651,2.1
683,235960,2.2
684,236267,2.45
685,236671,2.65
686,236788,2.05
687,236806,2.5
688,237127,2.45
689,237162,2.5
690,237210,2.9
691,238119,2.3
692,238208,2.6
693,239055,1.4
694,239733,1.85
695,239766,1.9
696,239826,2.65
697,239883,2.85
698,239899,2.9
699,240800,3.3
700,241140,2.65
701,241159,2.25
702,241538,2.45
703,241588,3.2
704,242479,2.0
705,242532,2.65
706,242643,2.9
707,243229,2.8
708,243708,2.3
709,245504,2.4
710,245544,2.85
711,245574,2.25
712,246134,2.8
713,246351,2.45
714,246916,2.75
715,246938,1.85
716,247562,2.3
717,248713,2.55
718,248717,2.6
719,248871,3.45
720,248946,2.05
721,249414,2.45
722,249704,3.05
723,249867,1.95
724,250259,2.65
725,250311,2.9
726,250536,2.4
727,250537,2.4
728,250801,3.05
729,251262,2.65
730,252076,1.9
731,252607,3.2
732,253332,2.7
733,253358,1.9
734,253466,2.75
735,253471,2.75
736,253590,3.05
737,253623,2.35
738,253806,2.95
739,253811,2.75
740,253828,2.95
741,254131,2.5
742,254409,2.85
743,254790,2.65
744,255024,1.8
745,255476,2.3
746,255601,2.25
747,255637,3.3
748,255672,3.05
749,255957,2.2
750,255996,1.95
751,256078,2.75
752,256153,2.25
753,256281,2.9
754,256328,2.0
755,256369,2.35
756,257097,2.65
757,257568,2.5
758,257686,2.55
759,258284,2.45
760,258397,2.6
761,258686,1.85
762,258688,2.35
763,258690,1.95
764,258740,2.6
765,258838,3.3
766,258876,3.55
767,259946,3.55
768,260451,2.2
769,260618,3.5
770,260672,2.7
771,260765,2.1
772,261259,3.45
773,261344,2.6
774,261674,2.2
775,261781,2.6
776,262343,2.25
777,262405,3.85
778,262478,2.1
779,263005,2.45
780,263502,2.65
781,263776,2.75
782,263888,2.55
783,264116,2.85
784,264323,2.65
785,265036,3.45
786,265064,2.5
787,265145,2.8
788,265506,2.3
789,265831,1.8
790,266146,2.35
791,266155,2.35
792,266351,2.4
793,266437,2.15
794,266449,2.2
795,266756,1.6
796,267435,2.6
797,267535,2.4
798,267652,3.1
799,267708,3.15
800,268392,3.55
801,268439,2.6
802,268481,2.35
803,269283,3.2
804,269289,2.5
805,270139,2.05
806,270165,1.75
807,270231,2.25
808,270315,2.2
809,270345,2.0
810,270751,2.5
811,271043,2.8
812,271128,2.7
813,271130,2.85
814,271954,2.45
815,272026,2.6
816,272044,2.7
817,272146,2.55
818,272706,2.2
819,273190,2.9
820,273256,3.1
821,273895,2.45
822,274062,2.9
823,274329,1.8
824,274743,2.0
825,275339,2.3
826,275443,2.7
827,275976,2.2
828,276021,2.65
829,276216,2.7
830,276317,2.85
831,276482,2.7
832,276994,2.6
833,277207,2.65
834,277370,2.5
835,278090,3.2
836,278145,1.9
837,278197,2.8
838,278876,3.45
839,279440,2.8
840,279446,2.8
841,279857,2.65
842,279969,2.3
843,280046,2.3
844,280315,3.0
845,280393,2.45
846,281521,2.35
847,281703,1.95
848,281842,2.6
849,281851,2.6
850,282341,3.1
851,282443,1.85
852,282514,2.3
853,282863,3.05
854,282977,2.6
855,283072,2.25
856,283090,2.65
857,283550,2.3
858,284208,2.65
859,284855,3.25
860,285442,2.7
861,285716,1.8
862,286662,3.45
863,286838,2.6
864,287292,2.6
865,287397,2.2
866,287408,2.55
867,287417,2.3
868,287421,3.1
869,287481,2.8
870,287814,2.6
871,287839,2.1
872,287845,2.85
873,288043,2.35
874,289020,2.3
875,289037,2.85
876,289288,2.05
877,289665,3.2
878,289703,2.4
879,289995,2.65
880,290123,2.15
881,290193,3.3
882,290457,1.4
883,291524,3.0
884,291764,2.85
885,291812,1.75
886,292047,2.35
887,292121,2.3
888,292266,1.8
889,292324,2.7
890,292361,2.25
891,292637,3.3
892,292954,3.3
893,293004,2.8
894,294239,1.8
895,294250,2.2
896,294297,2.6
897,294353,2.0
898,294717,2.3
899,295231,2.55
900,296345,2.95
901,296361,2.8
902,296658,3.3
903,296717,2.65
904,296844,2.65
905,297611,2.4
906,297698,2.15
907,297938,3.3
908,297962,2.5
909,298782,2.6
910,298854,2.95
911,299062,1.9
912,299078,2.75
913,299531,2.65
914,301034,2.8
915,301372,2.8
916,302017,2.05
917,302057,3.3
918,302238,2.65
919,302280,2.45
920,302309,2.45
921,302758,3.2
922,303264,2.85
923,303345,3.2
924,303462,2.35
925,303725,2.4
926,303851,2.7
927,304799,2.4
928,305211,2.65
929,305245,2.65
930,305667,3.0
931,306702,2.4
932,306799,1.8
933,310220,2.85
934,310272,3.55
935,310325,3.05
936,310338,3.1
937,310524,2.4
938,310796,2.35
939,311003,2.85
940,311343,3.15
941,311356,1.8
942,312429,3.3
943,313890,2.85
944,314442,3.25
945,314982,2.7
946,316238,2.45
947,317838,3.35
948,317905,3.1
949,317938,2.65
950,318021,2.85
951,318187,2.05
952,319724,2.6
953,319798,3.05
954,319844,2.65
955,320865,2.4
956,320876,2.65
957,320877,2.65
958,321014,2.1
959,321136,3.1
960,321902,2.7
961,322037,2.65
962,322604,2.65
963,322974,2.3
964,323453,2.05
965,323706,2.35
966,324115,2.65
967,324517,2.2
968,324800,2.55
969,325429,2.0
970,325710,2.2
971,326832,2.0
972,326956,2.65
973,327521,2.1
974,328744,3.5
975,329064,2.9
976,329310,1.85
977,329385,2.2
978,331854,3.3
979,333189,2.65
980,333323,2.7
981,333472,2.15
982,334607,2.65
983,334781,2.9
984,335797,3.1
985,335819,3.1
986,335820,3.1
987,336220,3.1
988,337708,2.3
989,341314,2.65
990,341525,2.15
991,341982,2.6
992,342027,2.0
993,342264,3.05
994,342995,2.4
995,343276,2.2
996,343971,3.1
997,344019,3.45
998,344068,2.6
999,344092,3.0
1000,346248,2.95
1001,346579,2.0
1002,346805,1.9
1003,347865,2.3
1004,349841,2.6
1005,350525,3.45
1006,351530,3.05
1007,351859,2.15
1008,352651,3.45
1009,353317,2.05
1010,353801,2.65
1011,354095,2.0
1012,355106,2.9
1013,356723,2.85
1014,357224,1.8
1015,358283,2.7
1016,359689,2.55
1017,359982,2.7
1018,360400,2.15
1019,361334,2.85
1020,361803,1.85
1021,363320,3.55
1022,363673,3.05
1023,364785,3.05
1024,365227,2.45
1025,367042,3.45
1026,369411,2.3
1027,369567,3.3
1028,369671,2.0
1029,369831,3.3
1030,371138,2.75
1031,371835,2.15
1032,373618,2.85
1033,374548,2.4
1034,375249,3.05
1035,375977,2.75
1036,377217,2.55
1037,378790,2.65
1038,378852,2.0
1039,380416,2.6
1040,380730,2.45
1041,382523,2.6
1042,382524,2.8
1043,385190,3.0
1044,385657,2.05
1045,385824,2.8
1046,385853,3.4
1047,386507,2.4
1048,386555,3.55
1049,386744,2.25
1050,387324,2.55
1051,387377,3.25
1052,387666,3.15
1053,387735,2.55
1054,387883,2.8
1055,389482,2.7
1056,391955,3.7
1057,392948,2.65
1058,393016,2.35
1059,393094,2.35
1060,393479,3.2
1061,393682,2.0
1062,393868,3.25
1063,393875,3.1
1064,394026,2.65
1065,394111,2.7
1066,394235,2.65
1067,396636,2.9
1068,397034,2.55
1069,397297,2.2
1070,397420,2.9
1071,398281,3.1
1072,398283,2.65
1073,399640,2.25
1074,399720,3.2
1075,399946,2.25
1076,400039,2.05
1077,400431,2.65
1078,400466,2.9
1079,401039,2.9
1080,401579,2.85
1081,401836,2.1
1082,402037,3.25
1083,403056,3.15
1084,403264,2.25
1085,403668,1.95
1086,404502,2.65
1087,404923,2.75
1088,405025,2.45
1089,405408,2.15
1090,406926,1.75
1091,406992,2.55
1092,407469,1.95
1093,408099,2.2
1094,408491,2.2
1095,408983,2.9
1096,409262,2.8
1097,409293,3.2
1098,409666,2.3
1099,411336,1.95
1100,411525,2.65
1101,411794,2.65
1102,411918,3.25
1103,412061,3.1
1104,413504,2.55
1105,413528,2.05
1106,413567,2.55
1107,413775,2.0
1108,413815,2.6
1109,414553,2.65
1110,414801,2.65
1111,415304,2.3
1112,416557,3.0
1113,417685,2.65
1114,418291,2.0
1115,418846,2.4
1116,419200,2.5
1117,419373,2.4
1118,419792,2.0
1119,421539,3.15
1120,423015,2.45
1121,423275,2.0
1122,424661,2.5
1123,424667,3.4
1124,424767,2.65
1125,424889,3.45
1126,424930,3.3
1127,425367,2.85
1128,428226,3.1
1129,429504,2.35
1130,430427,3.1
1131,431865,3.1
1132,433218,2.85
1133,433414,2.85
1134,433848,2.45
1135,434792,2.85
1136,435909,2.3
1137,435946,2.9
1138,436510,2.6
1139,436619,2.05
1140,436916,2.9
1141,437352,2.65
1142,437906,2.2
1143,438513,3.55
1144,439750,2.55
1145,439870,2.65
1146,441811,1.9
1147,441860,2.1
1148,442636,1.8
1149,442649,1.65
1150,444171,1.95
1151,444430,2.8
1152,446367,2.4
1153,447766,2.4
1154,447840,2.8
1155,448048,2.8
1156,448049,2.45
1157,449034,2.65
1158,449130,2.6
1159,449660,3.1
1160,449680,2.75
1161,450009,3.0
1162,450011,2.3
1163,450577,2.4
1164,450578,3.0
1165,450905,2.4
1166,452068,3.2
1167,452541,2.65
1168,452824,2.6
1169,453094,2.65
1170,453255,2.2
1171,453317,2.45
1172,454334,2.6
1173,455734,2.35
1174,455801,2.8
1175,456190,3.3
1176,456336,2.6
1177,456348,2.2
1178,456451,2.75
1179,456457,2.9
1180,456526,2.6
1181,457829,2.5
1182,458154,2.4
1183,458377,2.2
1184,459066,2.6
1185,459929,2.5
1186,460036,2.55
1187,460876,2.6
1188,460999,2.6
1189,461590,2.75
1190,462454,1.85
1191,463107,3.0
1192,464231,2.25
1193,464369,1.75
1194,465267,2.15
1195,465277,2.85
1196,466277,2.55
1197,466457,2.0
1198,467569,2.5
1199,467634,2.1
1200,467866,3.55
1201,468613,2.6
1202,470090,2.7
1203,470370,3.45
1204,470498,2.7
1205,470709,2.65
1206,471712,2.6
1207,471758,2.95
1208,471845,2.6
1209,471914,2.9
1210,472052,2.85
1211,472376,3.3
1212,473035,2.0
1213,473592,2.45
1214,473777,2.4
1215,474283,2.45
1216,475216,2.7
1217,476527,2.1
1218,476570,2.3
1219,476571,2.3
1220,476919,2.9
1221,476983,3.1
1222,478053,1.7
1223,478385,2.45
1224,478832,3.05
1225,478949,2.3
1226,479002,2.65
1227,479255,2.0
1228,479263,2.65
1229,479285,2.5
1230,479867,2.65
1231,481022,2.3
1232,481440,3.3
1233,482765,2.15
1234,482969,1.95
1235,483414,2.6
1236,483485,3.0
1237,483505,2.45
1238,484297,2.85
1239,484312,2.65
1240,484645,3.0
1241,484728,3.15
1242,485026,3.0
1243,486350,2.15
1244,487872,3.1
1245,488083,2.7
1246,488309,3.55
1247,489018,2.35
1248,489365,2.65
1249,489924,2.9
1250,489962,2.45
1251,489965,3.0
1252,490011,3.1
1253,490278,2.25
1254,491123,3.3
1255,491529,3.05
1256,493177,1.9
1257,493611,3.0
1258,494296,3.5
1259,494937,2.1
1260,495249,2.5
1261,496166,2.65
1262,497370,3.1
1263,498052,2.65
1264,498120,3.05
1265,498859,2.45
1266,499092,2.45
1267,499763,2.6
1268,499778,3.25
1269,500845,2.2
1270,500886,2.2
1271,501082,3.1
1272,501098,2.8
1273,502132,2.15
1274,502309,3.3
1275,502429,2.65
1276,503460,2.75
1277,503529,2.85
1278,503585,2.45
1279,503722,2.4
1280,504362,3.1
1281,504394,2.8
1282,504437,2.8
1283,505029,2.65
1284,505231,1.95
1285,505315,2.15
1286,505835,2.8
1287,506121,1.95
1288,506527,2.25
1289,506575,2.7
1290,507393,2.6
1291,508117,2.55
1292,508154,2.55
1293,508583,2.4
1294,509989,3.2
1295,510454,2.4
1296,510543,2.65
1297,511436,2.6
1298,511733,1.8
1299,511960,2.3
1300,512162,2.9
1301,512209,2.65
1302,512210,3.0
1303,512775,2.45
1304,513343,3.1
1305,513688,2.75
1306,514457,2.15
1307,514548,1.8
1308,515408,2.0
1309,516452,2.4
1310,516643,2.65
1311,516916,3.25
1312,516936,2.75
1313,517654,1.8
1314,517712,2.35
1315,518566,2.45
1316,518576,2.45
1317,518960,3.1
1318,519310,2.25
1319,521018,2.2
1320,521038,2.9
1321,521522,2.65
1322,521672,2.4
1323,521806,2.55
1324,522081,2.65
1325,523020,2.85
1326,523123,2.65
1327,525120,1.7
1328,525293,3.35
1329,525412,2.0
1330,525523,2.6
1331,525674,2.55
1332,525741,2.25
1333,526520,2.85
1334,526532,2.6
1335,526923,2.2
1336,526942,2.55
1337,527076,2.3
1338,527422,2.3
1339,528485,2.7
1340,529340,2.8
1341,530074,3.25
1342,530135,3.25
1343,530247,2.35
1344,530431,2.4
1345,530576,2.35
1346,530632,3.45
1347,531091,2.25
1348,531208,2.45
1349,531258,3.05
1350,531363,2.4
1351,531455,2.9
1352,531662,2.1
1353,532288,2.9
1354,532606,2.3
1355,532749,2.65
1356,533168,2.4
1357,533506,2.05
1358,533625,2.6
1359,533927,2.45
1360,534897,1.65
1361,535095,3.3
1362,536328,2.85
1363,536578,1.8
1364,536985,2.35
1365,537386,2.0
1366,538012,2.8
1367,538344,2.0
1368,538590,2.0
1369,539087,2.85
1370,539160,2.9
1371,539350,2.65
1372,540057,2.95
1373,540489,1.6
1374,541725,2.65
1375,541993,1.6
1376,542054,2.1
1377,542203,2.5
1378,543792,1.8
1379,544039,2.95
1380,544324,2.3
1381,544331,2.25
1382,545261,2.65
1383,545586,2.6
1384,545597,2.75
1385,545651,3.45
1386,545949,2.6
1387,546383,2.55
1388,546442,2.4
1389,546504,2.5
1390,546573,2.6
1391,547830,3.25
1392,548133,2.6
1393,548775,2.55
1394,548815,3.1
1395,549873,2.2
1396,550297,1.95
1397,550653,2.65
1398,550777,3.0
1399,552519,2.8
1400,552639,2.6
1401,553516,2.85
1402,553565,2.35
1403,553862,2.8
1404,553872,3.1
1405,553903,3.1
1406,554165,2.75
1407,555206,2.2
1408,556903,2.35
1409,557213,2.8
1410,557487,2.95
1411,559511,2.6
1412,560078,2.55
1413,560406,2.85
1414,561732,3.6
1415,562098,2.6
1416,562449,1.85
1417,562478,1.9
1418,563442,1.75
1419,563496,2.15
1420,564049,3.0
1421,564184,2.05
1422,564447,2.45
1423,564649,2.4
1424,564751,3.2
1425,565701,2.8
1426,565814,2.3
1427,566712,1.95
1428,566943,2.6
1429,567195,2.5
1430,568661,1.8
1431,568743,2.15
1432,569255,3.15
1433,570011,2.35
1434,570218,2.8
1435,570750,2.8
1436,570865,2.85
1437,571564,3.0
1438,573612,2.45
1439,573671,2.8
1440,573795,3.65
1441,573850,2.85
1442,573870,2.15
1443,575061,2.65
1444,576227,2.95
1445,576426,2.6
1446,576916,2.95
1447,577243,2.8
1448,577324,1.7
1449,577703,2.1
1450,577824,3.0
1451,578267,1.6
1452,578941,2.65
1453,579716,2.65
1454,580323,2.95
1455,581180,2.85
1456,581421,2.6
1457,581488,2.65
1458,581542,2.6666666666666665
1459,582372,1.9
1460,583201,1.85
1461,583224,2.35
1462,583352,2.55
1463,584122,2.8
1464,584881,2.4
1465,585300,2.45
1466,585369,2.5
1467,585491,3.05
1468,585937,2.8
1469,587519,2.3
1470,587554,3.45
1471,587641,2.65
1472,587698,2.25
1473,587740,1.9
1474,588677,2.3
1475,589136,2.2
1476,590903,2.45
1477,591135,2.05
1478,591565,2.8
1479,591710,2.55
1480,592785,2.45
1481,592831,2.6
1482,592853,1.8
1483,593000,2.05
1484,593292,2.55
1485,593320,2.4
1486,593350,1.8
1487,593962,2.4285714285714284
1488,594020,2.4
1489,594036,2.6
1490,594193,2.0
1491,594640,2.25
1492,595321,2.55
1493,596373,1.95
1494,596391,1.8
