,listing_id,avg_museum_rating,avg_restaurant_rating
3608,1918047,2.9,4.19
3609,1918693,2.65,4.14
3610,1918903,2.6,3.87
3611,1919647,2.2,4.1
3612,1919766,3.1,4.19
3613,1919896,3.1,4.17
3614,1920205,3.25,4.24
3615,1920568,2.05,4.08
3616,1922448,2.75,4.19
3617,1922863,2.65,4.28
3618,1924645,2.45,4.36
3619,1925224,2.65,4.32
3620,1925519,2.1,4.24
3621,1925956,2.1,4.05
3622,1928556,2.7,4.12
3623,1928570,2.7,4.36
3624,1928867,3.05,4.21
3625,1928961,3.4,3.97
3626,1929058,3.1,4.34
3627,1929186,2.6,4.18
3628,1929321,2.85,4.19
3629,1929540,2.75,4.08
3630,1931341,2.9,4.14
3631,1931609,2.8,4.24
3632,1931855,2.5,4.11
3633,1932110,2.45,3.99
3634,1932491,2.4,4.09
3635,1934444,2.65,4.47
3636,1934512,2.4,4.33
3637,1934765,3.15,4.07
3638,1935109,2.0,4.31
3639,1935175,2.75,4.38
3640,1935302,2.2,4.26
3641,1935826,2.4,4.03
3642,1936633,2.65,4.31
3643,1936772,2.35,4.36
3644,1937226,2.45,3.74
3645,1937323,2.65,4.1
3646,1937325,1.95,4.36
3647,1937761,2.05,4.3
3648,1939106,2.1,4.06
3649,1939283,2.8,4.18
3650,1940534,2.65,3.92
3651,1940780,2.65,4.31
3652,1941439,3.2,4.02
3653,1941495,2.35,3.91
3654,1942935,2.9,4.13
3655,1944155,2.8,4.22
3656,1944891,2.2,3.88
3657,1945115,2.6,3.99
3658,1947400,1.8,4.24
3659,1948494,2.95,3.66
3660,1948591,2.35,4.07
3661,1948745,2.65,4.38
3662,1949761,3.2,4.22
3663,1950311,2.45,4.11
3664,1950318,2.95,4.27
3665,1950588,1.85,4.18
3666,1950603,2.25,4.08
3667,1952271,2.95,4.06
3668,1953816,3.3,4.26
3669,1953928,2.0,4.33
3670,1954429,2.85,4.01
3671,1954450,2.3,4.22
3672,1954495,2.2,4.39
3673,1954653,2.1,4.17
3674,1955844,1.6,4.4
3675,1956467,3.3,4.4
3676,1956677,2.65,3.94
3677,1956726,2.3,4.32
3678,1958550,3.25,4.21
3679,1958765,2.95,4.39
3680,1959024,2.75,4.13
3681,1960045,2.6,4.25
3682,1960358,1.9,3.92
3683,1961020,2.45,3.72
3684,1961288,2.6,4.24
3685,1961361,2.05,4.21
3686,1961937,2.85,4.01
3687,1962115,2.2,4.27
3688,1963975,2.15,4.4
3689,1964795,2.4,4.21
3690,1965103,2.2,4.39
3691,1965281,2.1,4.22
3692,1965712,2.55,4.24
3693,1965766,2.05,4.19
3694,1966173,2.85,4.05
3695,1966565,2.3,3.92
3696,1966735,3.2,4.08
3697,1967045,2.8,4.2
3698,1969383,2.6,4.04
3699,1970017,2.65,4.54
3700,1970512,2.25,3.97
3701,1970697,1.9,4.02
3702,1970915,1.8,4.23
3703,1971200,2.7,4.37
3704,1971239,3.25,4.06
3705,1971540,2.65,3.74
3706,1971570,2.3,4.48
3707,1971635,2.65,4.08
3708,1972251,2.6,3.92
3709,1973889,2.55,4.46
3710,1974128,3.2,4.29
3711,1974685,3.25,4.23
3712,1974700,2.35,3.99
3713,1975069,2.95,4.28
3714,1975168,2.45,4.46
3715,1975999,2.0,4.21
3716,1976123,3.1,4.29
3717,1977888,2.4,4.24
3718,1978078,2.2,4.44
3719,1978445,2.65,4.17
3720,1979076,2.95,4.22
3721,1979506,2.3,4.14
3722,1979744,2.9,3.67
3723,1979848,2.65,4.37
3724,1980179,2.9,4.39
3725,1981410,1.85,4.23
3726,1981590,1.8,4.26
3727,1981656,2.6,4.56
3728,1981669,3.65,4.06
3729,1983188,3.2,4.12
3730,1983466,3.2,4.08
3731,1983531,1.85,4.38
3732,1984261,2.9,4.06
3733,1984378,2.05,4.39
3734,1984390,1.8,4.14
3735,1984486,2.8,4.04
3736,1984816,1.9,4.2
3737,1984892,2.4,4.34
3738,1985022,3.1,4.37
3739,1987371,2.65,4.32
3740,1987546,2.8,4.13
3741,1987584,2.8,4.09
3742,1987627,2.15,4.21
3743,1987949,3.3,4.04
3744,1988823,2.35,4.07
3745,1989731,2.0,4.42
3746,1989795,2.25,4.33
3747,1989972,2.95,3.92
3748,1992676,2.7,4.19
3749,1992751,1.8,4.29
3750,1993156,2.35,4.45
3751,1994548,1.85,4.01
3752,1997487,2.5,4.39
3753,1997957,3.3,4.32
3754,1998026,2.6,4.39
3755,2000156,2.9,3.88
3756,2000576,3.25,4.22
3757,2000611,2.5,4.4
3758,2003180,2.2,3.98
3759,2004123,2.55,4.16
3760,2007357,2.65,4.19
3761,2008122,2.65,4.22
3762,2008227,2.2,4.2
3763,2008441,2.75,4.33
3764,2008815,2.55,4.04
3765,2010624,2.7,4.03
3766,2010787,2.75,4.24
3767,2010839,2.35,4.28
3768,2010971,2.4,4.04
3769,2011692,2.85,4.21
3770,2011942,2.35,4.05
3771,2012000,2.0,4.28
3772,2012368,1.65,4.2
3773,2013807,2.25,4.38
3774,2014701,2.35,4.28
3775,2015094,2.8,4.02
3776,2015168,2.65,4.34
3777,2015314,2.4,3.96
3778,2015586,2.85,4.24
3779,2016579,1.8,4.3
3780,2017012,2.35,4.09
3781,2017295,2.7,3.89
3782,2017397,3.3,4.17
3783,2017517,3.1,4.37
3784,2018602,3.35,4.13
3785,2019755,2.35,4.17
3786,2019927,2.4,4.01
3787,2020881,2.3,4.01
3788,2021099,2.65,3.73
3789,2021284,2.95,4.31
3790,2021742,2.1,4.09
3791,2022728,3.15,4.09
3792,2022729,2.55,4.34
3793,2022920,2.55,4.28
3794,2022938,2.9,4.09
3795,2022958,2.7,4.45
3796,2023081,2.3,3.95
3797,2023357,3.15,3.78
3798,2023577,3.15,4.14
3799,2024991,2.25,4.22
3800,2025779,2.3,4.05
3801,2026434,2.65,4.34
3802,2026749,3.15,4.12
3803,2026869,2.0,4.47
3804,2026952,2.0,4.18
3805,2028178,2.7,4.32
3806,2028272,2.05,4.19
3807,2028291,2.25,4.09
3808,2028391,1.95,4.26
3809,2028432,2.25,3.93
3810,2028625,2.9,4.28
3811,2028677,2.6,4.09
3812,2028925,2.1,3.77
3813,2030736,3.0,4.1
3814,2031495,3.0,4.24
3815,2033224,2.7,4.0
3816,2033846,2.6,4.26
3817,2036105,3.15,4.01
3818,2036690,3.45,4.17
3819,2037508,2.6,4.11
3820,2037632,1.95,4.36
3821,2037951,2.35,4.14
3822,2038278,1.95,4.18
3823,2041041,2.35,4.09
3824,2041143,2.95,4.27
3825,2041283,3.55,4.02
3826,2042764,2.65,4.3
3827,2043234,2.6,4.32
3828,2043289,3.15,3.9
3829,2043329,2.9,4.33
3830,2043832,2.7,4.23
3831,2044392,2.6,4.35
3832,2044873,1.8,4.37
3833,2044889,2.65,4.33
3834,2045097,2.0,4.42
3835,2045727,2.45,4.14
3836,2046007,2.4,4.19
3837,2046173,3.2,4.48
3838,2046225,3.3,3.84
3839,2046273,2.7,4.33
3840,2046789,2.2,4.11
3841,2048796,2.5,4.3
3842,2049322,2.05,4.51
3843,2050993,2.35,4.27
3844,2051013,1.8,4.3
3845,2051158,2.9,4.16
3846,2051352,2.75,3.65
3847,2051499,1.85,4.33
3848,2051675,3.3,4.01
3849,2053940,2.0,4.15
3850,2054899,3.55,4.24
3851,2055050,2.0,4.32
3852,2055303,3.1,4.14
3853,2055467,2.25,4.46
3854,2055614,2.8,4.26
3855,2055819,2.65,4.38
3856,2056012,2.65,4.44
3857,2056307,3.25,4.05
3858,2057295,3.4,4.42
3859,2057480,3.15,4.47
3860,2057553,3.3,3.96
3861,2057595,2.9,4.42
3862,2057944,3.15,3.83
3863,2060275,2.6,3.76
3864,2060605,2.85,4.37
3865,2060768,3.55,4.22
3866,2061367,2.55,4.13
3867,2061811,2.55,4.22
3868,2062630,3.05,3.86
3869,2063587,2.55,4.06
3870,2065075,3.1,4.15
3871,2065101,1.75,4.38
3872,2065985,2.3,4.09
3873,2066046,2.95,4.37
3874,2066165,2.95,3.93
3875,2066623,2.65,3.73
3876,2067166,1.9,4.08
3877,2067688,2.55,4.06
3878,2069051,2.55,4.34
3879,2069059,2.7,4.15
3880,2069359,2.5,4.22
3881,2070290,2.65,3.73
3882,2071265,2.65,4.21
3883,2071420,2.5,4.11
3884,2071446,2.65,4.32
3885,2071464,3.0,4.41
3886,2071546,2.8,4.03
3887,2071941,2.65,4.29
3888,2074653,2.5,3.94
3889,2074833,2.75,4.25
3890,2074912,1.85,4.15
3891,2074985,3.45,4.1
3892,2075377,2.4,4.09
3893,2075453,2.95,4.22
3894,2075471,2.75,4.35
3895,2075526,2.4,4.23
3896,2075600,2.4,3.85
3897,2076018,2.3,4.39
3898,2076101,2.45,4.26
3899,2078796,2.5,4.13
3900,2079253,2.2,4.2
3901,2079671,3.1,4.12
3902,2079686,1.8,4.17
3903,2079765,2.3,4.03
3904,2079789,1.85,4.07
3905,2080709,2.75,4.4
3906,2080861,2.25,3.67
3907,2081177,2.75,4.26
3908,2081408,3.25,4.38
3909,2082223,2.7,4.02
3910,2082328,2.8,3.84
3911,2082670,2.45,4.1
3912,2082683,3.2,4.36
3913,2082694,2.75,4.16
3914,2083324,2.4,4.27
3915,2083547,2.5,3.98
3916,2083671,2.05,4.41
3917,2083749,2.95,4.03
3918,2083824,2.6,4.43
3919,2083963,1.85,4.08
3920,2084817,1.65,4.11
3921,2086647,1.9,4.32
3922,2087226,2.0,4.51
3923,2087524,2.85,4.09
3924,2087663,2.0,4.4
3925,2087970,2.75,4.22
3926,2088389,2.85,4.19
3927,2088725,2.9,4.14
3928,2088918,3.45,4.42
3929,2089226,3.25,3.82
3930,2089273,2.65,4.15
3931,2089492,2.6,4.27
3932,2089712,2.15,4.24
3933,2089745,1.85,4.14
3934,2091204,3.1,4.23
3935,2091367,2.85,4.14
3936,2092588,2.75,4.39
3937,2092611,2.2,4.25
3938,2092778,2.4,4.38
3939,2093035,2.45,4.53
3940,2093304,2.4,4.22
3941,2093455,2.05,4.08
3942,2094213,2.2,4.45
3943,2095959,2.75,4.21
3944,2096581,2.5,4.18
3945,2096968,2.2,4.02
3946,2098338,2.8,4.06
3947,2098817,1.95,4.11
3948,2100174,2.05,4.02
3949,2100887,1.6,4.39
3950,2101349,2.6,4.11
3951,2101710,2.7,4.16
3952,2101884,3.05,4.25
3953,2102315,2.3,4.38
3954,2102344,2.05,4.46
3955,2102542,2.35,4.25
3956,2103480,2.55,4.01
3957,2104472,2.7,4.08
3958,2104588,2.4,4.18
3959,2104910,2.05,4.24
3960,2105163,2.65,4.14
3961,2105180,2.25,4.38
3962,2105618,2.05,4.17
3963,2105663,1.7,4.02
3964,2106241,1.8,4.15
3965,2106662,3.55,4.26
3966,2106706,3.1,4.27
3967,2107372,3.0,4.04
3968,2107429,2.7,4.14
3969,2107883,2.7,4.22
3970,2107939,2.0,4.02
3971,2108178,2.9,4.22
3972,2108424,1.8,4.13
3973,2108635,3.65,4.08
3974,2109817,2.65,4.35
3975,2110127,2.3,4.4
3976,2110493,2.65,4.03
3977,2110821,3.35,3.97
3978,2111336,3.15,3.95
3979,2112142,2.8,4.09
3980,2112344,1.8,4.21
3981,2113431,3.15,4.35
3982,2113934,2.1,4.07
3983,2115611,2.85,4.09
3984,2115662,2.45,4.37
3985,2115773,2.7,4.22
3986,2115784,3.25,3.88
3987,2116059,3.1,3.85
3988,2116940,2.2,4.29
3989,2117705,2.65,4.32
3990,2118102,3.1,4.11
3991,2119216,2.65,3.95
3992,2120619,2.15,4.21
3993,2122613,3.45,4.35
3994,2122918,3.0,4.21
3995,2123079,2.0,4.25
3996,2123731,2.9,4.23
3997,2124526,2.5,4.24
3998,2124536,2.95,3.93
3999,2124910,2.85,3.71
4000,2125999,2.25,4.46
4001,2126376,2.3,4.33
4002,2126576,2.9,4.24
4003,2127016,2.6,4.22
4004,2127365,1.95,4.04
4005,2127382,2.4,4.28
4006,2127713,2.4,3.93
4007,2127767,2.45,4.17
4008,2128464,2.15,4.16
4009,2132248,2.6,4.28
4010,2134047,2.8,4.23
4011,2134052,2.1,4.2
4012,2134294,1.7,4.44
4013,2134697,2.7,4.16
4014,2135116,2.7,4.12
4015,2135314,2.95,4.12
4016,2135489,2.85,4.33
4017,2135754,3.0,4.36
4018,2135766,2.75,4.16
4019,2136293,2.5,3.79
4020,2137714,2.3,4.17
4021,2137796,2.35,4.31
4022,2138787,3.15,3.93
4023,2141470,2.6,4.14
4024,2141549,1.8,4.35
4025,2141635,1.9,4.38
4026,2141667,2.7,3.92
4027,2141975,2.0,4.11
4028,2142092,3.1,4.05
4029,2144033,2.6,4.26
4030,2144319,3.45,4.11
4031,2145599,2.65,4.17
4032,2145620,2.25,4.11
4033,2145759,2.55,4.06
4034,2145858,2.2,4.37
4035,2148025,2.15,4.19
4036,2149184,2.6,4.47
4037,2149854,2.65,4.24
4038,2149954,1.8,4.06
4039,2150328,2.7,4.34
4040,2150727,2.65,4.21
4041,2150818,2.35,4.02
4042,2151106,2.9,4.08
4043,2151259,3.05,4.14
4044,2151479,2.5,4.2
4045,2151558,2.8,4.28
4046,2153173,3.1,4.26
4047,2153435,2.6,4.68
4048,2154075,2.55,4.06
4049,2154553,2.3,4.39
4050,2154567,2.35,4.26
4051,2154736,2.65,4.26
4052,2155128,2.05,4.44
4053,2155219,2.25,3.89
4054,2155345,1.8,4.34
4055,2155583,2.3,4.26
4056,2156230,2.4,4.38
4057,2157550,1.8,4.35
4058,2158067,2.25,4.19
4059,2158171,2.85,4.21
4060,2159898,2.2,4.55
4061,2160591,1.95,3.85
4062,2160982,3.1,4.41
4063,2164135,2.5,4.27
4064,2164631,2.0,4.05
4065,2164707,2.45,4.31
4066,2165107,2.6,4.15
4067,2165796,2.55,4.06
4068,2165933,2.6,4.14
4069,2168268,3.05,4.08
4070,2168753,2.3,4.11
4071,2169106,3.15,4.09
4072,2170035,2.7,3.83
4073,2170618,2.85,4.14
4074,2171809,2.65,4.49
4075,2171821,1.8,3.89
4076,2173203,2.3,4.04
4077,2175827,2.65,4.31
4078,2176866,2.8,4.09
4079,2177004,2.6,4.34
4080,2178294,2.3,4.31
4081,2181941,2.35,4.29
4082,2182733,2.5,4.05
4083,2182899,2.65,4.44
4084,2183423,2.35,4.02
4085,2183826,2.8,4.16
4086,2185668,2.3,4.19
4087,2185842,2.35,4.19
4088,2186138,2.25,4.37
4089,2186699,1.85,4.26
4090,2187072,2.8,4.2
4091,2187847,2.1,4.34
4092,2188204,2.85,4.01
4093,2188310,2.2,4.24
4094,2189129,2.65,4.18
4095,2189450,2.45,4.19
4096,2189742,2.9,4.31
4097,2191591,2.9,3.84
4098,2191612,2.5,4.23
4099,2192849,1.8,4.28
4100,2193027,2.9,4.22
4101,2193902,2.6,4.39
4102,2193945,2.65,4.22
4103,2194038,2.65,4.29
4104,2194382,2.15,4.17
4105,2197259,2.95,4.19
4106,2197283,3.3,4.09
4107,2197401,3.3,4.13
4108,2197673,2.9,4.25
4109,2197725,1.85,4.11
4110,2198970,3.55,4.12
4111,2200247,3.25,4.04
4112,2201154,2.35,4.13
4113,2201491,1.95,3.91
4114,2201581,1.9,3.97
4115,2202752,2.65,4.3
4116,2202858,2.1,3.96
4117,2203154,2.5,3.93
4118,2203450,2.65,4.46
4119,2203926,2.65,4.53
4120,2204397,2.6,4.35
4121,2206115,2.65,4.06
4122,2207459,2.25,4.31
4123,2207684,2.2,4.44
4124,2208545,1.75,4.06
4125,2208567,2.25,4.38
4126,2209460,1.95,4.14
4127,2209835,2.65,4.15
4128,2210277,2.95,4.35
4129,2210615,1.65,4.3
4130,2210663,2.95,4.16
4131,2210675,2.3,4.51
4132,2210795,2.8,4.08
4133,2211028,2.8,4.42
4134,2213680,2.85,4.09
4135,2214104,2.9,4.24
4136,2214256,2.15,3.88
4137,2214323,2.0,4.38
4138,2214710,2.95,4.22
4139,2214978,2.35,4.08
4140,2215677,2.75,3.84
4141,2216470,1.8,4.36
4142,2217342,2.85,4.22
4143,2217398,2.55,4.11
4144,2217609,2.4,4.29
4145,2220415,2.85,4.11
4146,2220431,2.7,4.25
4147,2220959,2.2,4.11
4148,2221852,3.1,3.87
4149,2222428,2.65,4.2
4150,2222886,2.7,3.78
4151,2223082,1.95,4.24
4152,2223247,1.9,4.1
4153,2223628,2.85,4.09
4154,2224417,1.8,4.28
4155,2224896,2.7,4.18
4156,2226721,2.75,4.21
4157,2227377,2.6,4.32
4158,2228840,1.8,4.25
4159,2230762,2.65,3.84
4160,2231296,3.2,4.31
4161,2231564,3.05,4.26
4162,2231814,2.95,4.16
4163,2232495,1.8,4.27
4164,2232600,2.7,4.25
4165,2232697,2.7,4.05
4166,2236458,1.8,4.4
4167,2237495,1.85,4.32
4168,2237851,2.65,4.08
4169,2237981,1.85,4.0
4170,2238300,1.8,4.3
4171,2238389,2.7,4.32
4172,2238435,2.4,3.87
4173,2240661,2.3,4.17
4174,2243266,2.25,4.17
4175,2243321,2.25,4.09
4176,2243540,2.3,4.35
4177,2243768,2.9,4.28
4178,2243769,3.15,4.23
4179,2243962,3.0,4.09
4180,2243984,3.3,4.36
4181,2244103,2.15,4.2
4182,2246112,2.75,4.15
4183,2247803,3.25,4.2
4184,2248069,3.05,4.29
4185,2248580,2.25,4.38
4186,2249464,3.45,4.09
4187,2249928,1.95,4.0
4188,2250170,2.1,3.97
4189,2250372,2.45,3.96
4190,2250621,2.6,4.21
4191,2250790,2.95,3.96
4192,2251009,2.9,4.16
4193,2252844,2.9,4.26
4194,2253397,2.9,3.88
4195,2253500,1.7,4.39
4196,2253949,3.3,4.38
4197,2254269,2.2,4.38
4198,2254388,2.55,4.27
4199,2254412,1.75,3.94
4200,2254428,2.7,4.27
4201,2254469,1.85,4.04
4202,2254541,2.65,4.31
4203,2254582,3.05,4.14
4204,2254817,2.25,4.14
4205,2254851,2.85,4.22
4206,2255005,2.4,4.1
4207,2255340,2.95,4.27
4208,2255501,2.35,4.26
4209,2255549,2.0,4.15
4210,2256268,2.55,4.09
4211,2256519,1.95,4.18
4212,2256979,2.0,4.17
4213,2257064,2.6,4.29
4214,2259331,2.6,4.12
4215,2259635,2.65,4.06
4216,2259719,2.55,4.42
4217,2260029,2.4,4.38
4218,2260042,1.8,4.24
4219,2260274,2.15,4.37
4220,2260595,2.1,4.23
4221,2261018,2.45,4.28
4222,2261367,2.95,4.09
4223,2262148,2.4,4.09
4224,2262357,2.75,4.29
4225,2262868,2.7,4.22
4226,2263248,2.45,4.13
4227,2263265,3.1,4.06
4228,2265778,2.35,4.06
4229,2265827,2.3,4.44
4230,2265943,2.95,4.12
4231,2266468,2.95,4.22
4232,2267006,2.95,4.22
4233,2267177,2.95,3.84
4234,2267508,2.55,4.17
4235,2267692,2.6,4.22
4236,2268005,2.95,4.22
4237,2268632,2.45,4.1
4238,2268845,2.25,4.07
4239,2268888,2.9,4.04
4240,2269104,2.25,3.76
4241,2271504,2.65,4.38
4242,2271792,2.35,4.15
4243,2272080,2.7,4.06
4244,2272242,2.95,4.48
4245,2272500,2.8,4.16
4246,2272739,2.2,4.36
4247,2272872,2.6,4.19
4248,2273019,2.65,3.82
4249,2273117,2.15,4.07
4250,2273473,2.7,4.42
4251,2273613,3.25,4.33
4252,2273733,2.45,4.27
4253,2274084,2.55,3.98
4254,2274268,2.55,4.18
4255,2274408,2.3,4.59
4256,2276065,2.55,3.86
4257,2276383,2.45,4.28
4258,2276603,2.95,4.46
4259,2277287,2.7,3.92
4260,2277707,2.15,4.32
4261,2278299,2.45,4.12
4262,2279335,2.65,4.34
4263,2279517,2.3,4.47
4264,2281142,2.5,4.35
4265,2281954,3.05,3.83
4266,2282085,2.65,4.51
4267,2283001,2.85,4.34
4268,2283143,2.55,4.12
4269,2284027,2.1,4.26
4270,2284454,2.3,4.3
4271,2284484,3.4,4.13
4272,2284809,1.8,4.27
4273,2285355,2.55,4.05
4274,2285440,2.8,4.2
4275,2285444,1.95,4.37
4276,2288762,2.55,4.24
4277,2289119,2.65,4.65
4278,2289612,2.3,4.15
4279,2290645,2.4,4.11
4280,2291507,2.7,4.33
4281,2291575,2.05,4.35
4282,2291893,3.3,3.87
4283,2291943,2.0,4.3
4284,2292275,2.3,4.01
4285,2292363,2.55,4.04
4286,2294663,2.15,4.22
4287,2295924,2.3,4.12
4288,2296024,2.8,4.11
4289,2296136,2.6,4.13
4290,2297029,2.55,4.22
4291,2297147,2.45,4.22
4292,2297192,3.1,3.89
4293,2297259,2.8,3.73
4294,2297549,3.2,4.23
4295,2297951,2.1,4.22
4296,2298711,2.1,4.26
4297,2298759,2.45,4.2
4298,2299633,2.3,4.14
4299,2301258,2.85,4.22
4300,2302803,2.65,4.2
4301,2303152,2.65,4.41
4302,2303436,2.6,4.23
4303,2303583,3.1,4.3
4304,2304663,3.1,4.18
4305,2305170,3.15,4.26
4306,2305890,2.9,3.75
4307,2307885,1.5,4.31
4308,2309363,2.15,4.23
4309,2309559,2.5,3.96
4310,2310008,1.75,4.03
4311,2310542,2.85,4.19
4312,2310594,2.7,4.36
4313,2310791,2.85,4.23
4314,2314392,2.55,4.25
4315,2314398,2.85,4.37
4316,2314406,3.05,4.19
4317,2314553,2.6,4.21
4318,2314556,3.0,4.0
4319,2314589,2.6,4.07
4320,2318126,3.05,4.12
4321,2318157,2.05,4.09
4322,2320581,2.35,4.38
4323,2322189,2.5,4.26
4324,2323335,3.15,4.35
4325,2323502,1.8,3.99
4326,2323714,2.65,4.3
4327,2325144,1.85,4.11
4328,2326226,2.7,3.81
4329,2328123,2.3,4.16
4330,2329047,2.55,4.14
4331,2329807,2.4,4.02
4332,2331148,2.45,4.33
4333,2331815,2.6,4.44
4334,2332284,3.1,4.12
4335,2332880,3.55,4.1
4336,2333141,2.7,3.97
4337,2334411,2.4,3.94
4338,2336995,2.4,4.25
4339,2339096,2.05,4.41
4340,2339174,3.35,3.88
4341,2342930,2.25,4.18
4342,2344112,2.05,4.42
4343,2345266,2.3,4.35
4344,2346089,2.5,4.17
4345,2346106,2.8,4.37
4346,2346335,3.1,4.19
4347,2346416,2.0,4.25
4348,2349715,2.7,4.09
4349,2349737,2.6,4.04
4350,2350883,2.65,4.53
4351,2355060,3.25,3.98
4352,2356082,3.2,4.29
4353,2359340,2.5,4.15
4354,2360350,1.85,4.15
4355,2361020,2.55,4.24
4356,2361323,3.05,4.29
4357,2362306,3.3,3.82
4358,2362357,2.7,4.17
4359,2365645,2.3,4.47
4360,2367089,2.75,4.22
4361,2368021,2.4,4.11
4362,2370610,2.5,4.06
4363,2371632,2.06,3.9
4364,2371794,3.25,4.17
4365,2372540,3.0,4.37
4366,2372740,1.8,3.96
4367,2373238,2.55,4.07
4368,2374228,2.8,3.69
4369,2374538,2.65,4.18
4370,2377514,3.3,4.04
4371,2377590,2.55,3.99
4372,2379865,3.3,4.21
4373,2380403,3.0,4.24
4374,2381302,2.25,4.04
4375,2385344,2.75,4.41
4376,2385779,2.25,3.85
4377,2389329,2.65,4.06
4378,2389738,2.9,4.09
4379,2391204,3.25,3.88
4380,2391803,3.2,3.95
4381,2392051,2.0,4.4
4382,2392296,2.8,4.07
4383,2392301,2.3,4.43
4384,2392814,2.2,4.33
4385,2396867,2.7,3.89
4386,2400010,2.6,4.4
4387,2400614,2.85,4.16
4388,2404708,2.6,4.34
4389,2405505,1.95,4.36
4390,2407196,2.85,4.31
4391,2407447,3.3,4.23
4392,2410200,2.55,4.26
4393,2410819,2.0,4.3
4394,2412916,2.85,4.29
4395,2414157,3.25,3.79
4396,2416016,2.25,4.27
4397,2416104,3.1,4.13
4398,2416191,3.0,4.22
4399,2417098,2.15,4.21
4400,2418060,2.8,4.04
4401,2419438,1.8,4.27
4402,2419574,2.7,4.31
4403,2419635,2.8,4.09
4404,2420026,2.45,4.26
4405,2422991,1.95,4.19
4406,2424342,2.6,4.36
4407,2425222,2.8,4.22
4408,2425871,2.55,4.15
4409,2425980,2.85,4.21
4410,2429485,2.7,4.19
4411,2430828,2.9,3.74
4412,2431607,2.45,4.18
4413,2431784,2.35,4.29
4414,2432545,1.95,4.07
4415,2432622,2.85,4.37
4416,2435198,2.95,3.96
4417,2435408,2.6,4.22
4418,2435621,2.35,4.34
4419,2437965,2.45,4.25
4420,2440173,2.85,4.15
4421,2440846,2.8,4.28
4422,2446430,2.7,4.16
4423,2447138,1.9,4.38
4424,2447460,3.2,4.09
4425,2447467,2.8,4.39
4426,2447634,2.5,4.29
4427,2447847,2.45,4.26
4428,2447868,2.8,4.17
4429,2451110,3.0,4.08
4430,2451438,3.1,4.0
4431,2451647,2.2,4.25
4432,2452769,2.4,4.38
4433,2453730,3.1,4.3
4434,2453739,2.85,4.13
4435,2453855,2.6,3.93
4436,2454281,2.45,4.16
4437,2454504,3.05,4.24
4438,2457755,2.7,3.78
4439,2458656,2.6,4.22
4440,2458811,2.25,4.34
4441,2459285,2.25,4.19
4442,2459587,3.1,3.84
4443,2459916,2.2,3.86
4444,2460303,3.05,4.23
4445,2460578,2.75,4.21
4446,2460611,2.9,4.42
4447,2461439,2.3,4.41
4448,2461540,2.25,4.18
4449,2461673,2.45,4.13
4450,2462451,2.3,4.32
4451,2464673,2.25,4.51
4452,2464679,2.5,4.27
4453,2465333,2.3,3.98
4454,2465622,2.7,4.19
4455,2465699,3.35,4.06
4456,2465962,2.05,4.39
4457,2466687,2.45,4.35
4458,2466770,2.9,4.22
4459,2466816,3.5,4.47
4460,2467087,1.8,4.31
4461,2467377,2.95,3.96
4462,2467680,2.15,4.09
4463,2467814,2.6,4.14
4464,2467879,2.65,4.34
4465,2468186,3.0,4.16
4466,2471108,2.55,4.07
4467,2471815,2.3,4.24
4468,2471910,2.85,4.22
4469,2472215,2.25,4.46
4470,2472461,2.6,4.28
4471,2473611,3.05,4.05
4472,2473861,2.6,4.04
4473,2477138,2.1,4.15
4474,2478415,3.35,4.54
4475,2478825,1.95,4.41
4476,2479193,2.65,4.18
4477,2480684,2.2,4.16
4478,2482036,2.35,4.11
4479,2485482,2.35,4.13
4480,2485774,2.85,4.09
4481,2487073,3.15,3.92
4482,2487848,2.6,4.47
4483,2487851,2.6,4.55
4484,2488022,2.6,4.08
4485,2488227,2.0,4.23
4486,2489407,1.9,4.07
4487,2489920,2.2,4.08
4488,2492275,2.8,4.36
4489,2493176,2.0,4.11
4490,2494739,2.65,4.0
4491,2495241,2.65,4.13
4492,2495596,2.25,4.38
4493,2496301,1.8,4.34
4494,2498576,3.45,4.29
4495,2500087,2.7,3.96
4496,2500560,2.3,4.53
4497,2501384,2.55,4.04
4498,2501809,3.55,4.12
4499,2507612,2.55,4.44
4500,2508024,2.65,4.28
4501,2508374,2.1,3.43
4502,2508745,2.35,4.18
4503,2509093,2.65,4.3
4504,2509617,2.35,3.85
4505,2513351,1.8,4.3
4506,2514272,2.15,4.05
4507,2514689,2.2,4.26
4508,2514760,2.8,4.22
4509,2514790,2.2,4.13
4510,2514831,2.15,4.38
4511,2515514,3.0,3.88
4512,2515876,1.8,4.44
4513,2516430,2.25,4.24
4514,2517989,1.8,4.34
4515,2518907,2.7,4.24
4516,2519112,2.3,4.23
4517,2519255,2.05,4.46
4518,2519770,1.85,4.34
4519,2519879,2.1,4.3
4520,2520075,3.1,4.32
4521,2521670,3.0,4.33
4522,2521691,2.6,4.17
4523,2523629,2.7,4.38
4524,2524034,2.7,4.41
4525,2524058,2.5,4.21
4526,2524213,2.9,4.34
4527,2524228,2.7,4.34
4528,2524451,2.95,4.34
4529,2524947,2.6,4.11
4530,2525956,2.7,3.78
4531,2526152,3.05,4.29
4532,2528636,3.45,4.31
4533,2529085,3.1,4.25
4534,2530057,2.6,4.28
4535,2530145,2.05,4.47
4536,2531865,2.4,3.96
4537,2532068,2.55,4.18
4538,2532443,3.05,3.67
